basket_num                      ,hshd_num        ,purchase_,product_num                     ,     spend,     units,store_r,  week_num,year
275,4757,19-AUG-18,725423,0.89,1,CENTRAL,33,2018
276,60,19-AUG-18,207112,3.38,2,EAST   ,33,2018
284,2531,19-AUG-18,3946896,1.05,1,WEST   ,33,2018
286,779,19-AUG-18,84775,2.59,1,CENTRAL,33,2018
287,779,19-AUG-18,85905,0.77,1,CENTRAL,33,2018
290,4414,19-AUG-18,639135,2.99,1,CENTRAL,33,2018
293,3030,19-AUG-18,8490,0.99,1,SOUTH  ,33,2018
293,3030,19-AUG-18,4751916,2.0,2,SOUTH  ,33,2018
331,4011,19-AUG-18,8436,1.29,1,SOUTH  ,33,2018
332,4171,19-AUG-18,2500461,1.79,1,EAST   ,33,2018
337,1990,19-AUG-18,4329958,0.88,1,CENTRAL,33,2018
338,2200,19-AUG-18,8512,1.19,1,WEST   ,33,2018
338,2200,19-AUG-18,5113894,1.69,1,WEST   ,33,2018
344,984,19-AUG-18,6583413,3.99,1,EAST   ,33,2018
345,1187,19-AUG-18,6477995,2.5,1,EAST   ,33,2018
350,3784,19-AUG-18,86268,2.5,1,CENTRAL,33,2018
350,3784,19-AUG-18,638788,4.99,1,CENTRAL,33,2018
351,4836,19-AUG-18,5728692,3.99,1,SOUTH  ,33,2018
352,575,19-AUG-18,315725,3.18,2,CENTRAL,33,2018
356,1632,19-AUG-18,276771,3.29,1,WEST   ,33,2018
356,1632,19-AUG-18,4278004,4.69,1,WEST   ,33,2018
363,525,19-AUG-18,2247878,0.0,1,CENTRAL,33,2018
363,525,19-AUG-18,5940110,5.99,1,CENTRAL,33,2018
370,3022,19-AUG-18,321307,3.58,2,SOUTH  ,33,2018
382,1404,19-AUG-18,87652,1.99,1,SOUTH  ,33,2018
383,651,19-AUG-18,94590,0.99,1,CENTRAL,33,2018
393,308,20-AUG-18,6358939,2.29,1,EAST   ,33,2018
395,183,19-AUG-18,6089957,20.0,4,EAST   ,33,2018
398,4249,20-AUG-18,3670308,2.5,1,EAST   ,33,2018
401,1102,20-AUG-18,1023718,1.22,1,EAST   ,33,2018
401,1102,20-AUG-18,84775,7.96,4,EAST   ,33,2018
403,453,20-AUG-18,385702,2.99,1,EAST   ,33,2018
404,53,20-AUG-18,84759,1.29,1,EAST   ,33,2018
425,210,19-AUG-18,4780978,2.79,1,EAST   ,33,2018
438,2322,20-AUG-18,6074103,2.99,1,WEST   ,33,2018
438,2322,20-AUG-18,4707203,4.99,1,WEST   ,33,2018
439,2433,20-AUG-18,5888884,3.29,1,WEST   ,33,2018
449,4982,20-AUG-18,6350121,2.38,2,WEST   ,33,2018
449,4982,20-AUG-18,5176019,4.29,1,WEST   ,33,2018
450,3398,20-AUG-18,84666,2.39,1,SOUTH  ,33,2018
456,642,20-AUG-18,3966226,2.03,1,CENTRAL,33,2018
461,2371,20-AUG-18,5235955,1.25,1,WEST   ,33,2018
461,2371,20-AUG-18,491609,3.58,2,WEST   ,33,2018
461,2371,20-AUG-18,9012,4.47,3,WEST   ,33,2018
463,60,20-AUG-18,328239,5.99,1,EAST   ,33,2018
469,4126,20-AUG-18,5965641,6.49,1,CENTRAL,33,2018
471,4766,20-AUG-18,147500,1.98,2,WEST   ,33,2018
480,4457,20-AUG-18,101711,10.0,1,SOUTH  ,33,2018
481,2436,20-AUG-18,1091372,1.67,1,WEST   ,33,2018
490,692,20-AUG-18,135389,2.54,2,CENTRAL,33,2018
490,692,20-AUG-18,6596264,7.19,1,CENTRAL,33,2018
496,1895,21-AUG-18,97265,1.0,1,EAST   ,33,2018
503,3214,21-AUG-18,4418724,1.98,1,SOUTH  ,33,2018
505,3214,21-AUG-18,8436,0.96,1,SOUTH  ,33,2018
510,361,21-AUG-18,908089,1.0,1,SOUTH  ,33,2018
510,361,21-AUG-18,6097969,1.09,1,SOUTH  ,33,2018
515,10,21-AUG-18,746765,7.44,1,EAST   ,33,2018
517,2607,21-AUG-18,8457,4.99,1,WEST   ,33,2018
522,1526,20-AUG-18,89079,1.29,1,CENTRAL,33,2018
530,1034,20-AUG-18,72013,1.49,1,EAST   ,33,2018
535,1631,20-AUG-18,100759,3.18,2,WEST   ,33,2018
547,4037,21-AUG-18,4352746,3.99,1,EAST   ,33,2018
547,4037,21-AUG-18,6483062,6.49,1,EAST   ,33,2018
547,4037,21-AUG-18,761331,13.47,3,EAST   ,33,2018
553,2260,21-AUG-18,1352625,12.07,1,WEST   ,33,2018
570,3551,21-AUG-18,6295347,1.39,1,SOUTH  ,33,2018
570,3551,21-AUG-18,392734,2.29,1,SOUTH  ,33,2018
570,3551,21-AUG-18,191323,2.99,1,SOUTH  ,33,2018
578,3418,21-AUG-18,86275,2.5,1,SOUTH  ,33,2018
590,1770,21-AUG-18,4224193,4.49,2,CENTRAL,33,2018
597,2442,21-AUG-18,4476269,1.29,1,WEST   ,33,2018
607,1034,21-AUG-18,5348851,2.0,2,EAST   ,33,2018
616,3785,22-AUG-18,5107283,4.49,1,EAST   ,33,2018
620,2507,22-AUG-18,96929,0.89,1,WEST   ,33,2018
622,3672,22-AUG-18,207119,1.89,1,EAST   ,33,2018
622,3672,22-AUG-18,4029785,2.35,1,EAST   ,33,2018
622,3672,22-AUG-18,5933183,7.49,1,EAST   ,33,2018
628,3319,22-AUG-18,5301734,3.29,1,EAST   ,33,2018
637,3486,22-AUG-18,5023281,3.0,1,SOUTH  ,33,2018
640,3246,22-AUG-18,77932,4.99,1,SOUTH  ,33,2018
666,4453,22-AUG-18,97265,0.9,1,SOUTH  ,33,2018
666,4453,22-AUG-18,98544,0.9,1,SOUTH  ,33,2018
669,3889,22-AUG-18,708946,4.99,1,SOUTH  ,33,2018
673,2260,22-AUG-18,1367300,2.48,2,WEST   ,33,2018
677,4594,22-AUG-18,8555,1.32,1,WEST   ,33,2018
690,2436,22-AUG-18,4321432,2.49,1,WEST   ,33,2018
705,1699,22-AUG-18,4987409,0.99,1,EAST   ,33,2018
705,1699,22-AUG-18,5389405,3.98,2,EAST   ,33,2018
711,1618,22-AUG-18,6801548,1.0,1,WEST   ,33,2018
734,4719,23-AUG-18,5879853,1.58,2,CENTRAL,33,2018
749,3840,23-AUG-18,97218,1.0,1,EAST   ,33,2018
762,1261,23-AUG-18,6065002,5.99,1,CENTRAL,33,2018
767,1308,23-AUG-18,3966226,1.65,1,SOUTH  ,33,2018
769,1245,23-AUG-18,6608638,3.99,1,EAST   ,33,2018
778,1797,23-AUG-18,5398851,5.79,1,CENTRAL,33,2018
783,808,23-AUG-18,1376690,8.23,2,CENTRAL,33,2018
785,1532,23-AUG-18,4945538,1.0,1,WEST   ,33,2018
785,1532,23-AUG-18,6107784,1.0,1,WEST   ,33,2018
800,1265,23-AUG-18,101328,2.24,1,EAST   ,33,2018
800,1265,23-AUG-18,6075820,2.77,1,EAST   ,33,2018
802,2391,23-AUG-18,3672256,6.29,1,WEST   ,33,2018
804,2844,23-AUG-18,5107297,4.99,1,CENTRAL,33,2018
810,2435,23-AUG-18,6260525,0.88,1,WEST   ,33,2018
819,1916,23-AUG-18,953138,10.49,1,WEST   ,33,2018
821,1729,23-AUG-18,405372,0.0,1,CENTRAL,33,2018
828,2442,24-AUG-18,548897,2.79,1,WEST   ,33,2018
830,2780,24-AUG-18,99446,3.38,2,WEST   ,33,2018
831,1012,24-AUG-18,125606,1.49,1,EAST   ,33,2018
834,1895,24-AUG-18,678654,1.5,1,EAST   ,33,2018
835,361,24-AUG-18,1088286,7.28,2,SOUTH  ,33,2018
841,2507,24-AUG-18,644273,1.59,1,WEST   ,33,2018
852,651,24-AUG-18,93546,5.58,2,CENTRAL,33,2018
865,210,23-AUG-18,4780978,2.5,1,EAST   ,33,2018
874,3246,25-AUG-18,96849,2.49,1,SOUTH  ,33,2018
881,812,23-AUG-18,5795479,3.49,1,CENTRAL,33,2018
882,3186,23-AUG-18,98619,3.0,3,CENTRAL,33,2018
887,1015,24-AUG-18,6836299,0.0,1,EAST   ,33,2018
888,2291,24-AUG-18,5626912,2.99,1,SOUTH  ,33,2018
889,4171,24-AUG-18,5548597,1.0,1,EAST   ,33,2018
911,789,24-AUG-18,6734850,2.99,1,CENTRAL,33,2018
916,692,24-AUG-18,86372,2.5,1,CENTRAL,33,2018
918,4293,24-AUG-18,93052,1.58,2,SOUTH  ,33,2018
937,1102,24-AUG-18,8487,1.18,2,EAST   ,33,2018
940,4005,24-AUG-18,5387203,1.49,1,WEST   ,33,2018
941,1195,24-AUG-18,79149,2.99,1,EAST   ,33,2018
943,3111,24-AUG-18,3680972,1.03,1,SOUTH  ,33,2018
961,2077,25-AUG-18,99096,2.39,1,EAST   ,33,2018
975,1245,25-AUG-18,99848,1.79,1,EAST   ,33,2018
980,3014,25-AUG-18,5514566,4.49,1,SOUTH  ,33,2018
988,1205,25-AUG-18,1042091,2.99,1,EAST   ,33,2018
989,651,25-AUG-18,103092,5.97,1,CENTRAL,33,2018
996,2435,25-AUG-18,698502,4.98,2,WEST   ,33,2018
1001,2617,25-AUG-18,5390475,2.99,1,WEST   ,33,2018
1002,2420,25-AUG-18,1411413,5.45,1,WEST   ,33,2018
1005,815,25-AUG-18,788937,1.99,1,CENTRAL,33,2018
1007,682,25-AUG-18,94548,1.29,1,CENTRAL,33,2018
1010,2178,25-AUG-18,99172,1.0,1,SOUTH  ,33,2018
1012,3496,25-AUG-18,1412768,7.71,1,SOUTH  ,33,2018
1013,992,25-AUG-18,554773,2.19,1,EAST   ,33,2018
1013,992,25-AUG-18,102307,7.99,1,EAST   ,33,2018
1026,4065,25-AUG-18,86362,2.5,1,EAST   ,33,2018
1027,1277,25-AUG-18,3679523,6.99,1,CENTRAL,33,2018
1030,1446,25-AUG-18,4719542,1.89,1,SOUTH  ,33,2018
1035,3418,25-AUG-18,385965,3.0,1,SOUTH  ,33,2018
1036,2148,25-AUG-18,4329650,2.49,1,CENTRAL,33,2018
1038,2629,25-AUG-18,1391420,8.27,3,WEST   ,33,2018
1042,3523,25-AUG-18,787880,5.99,1,SOUTH  ,33,2018
1049,1748,25-AUG-18,5951581,7.5,3,WEST   ,33,2018
1053,1187,25-AUG-18,6785534,6.0,2,EAST   ,33,2018
1054,1275,25-AUG-18,5473089,1.99,1,EAST   ,33,2018
1063,1187,26-AUG-18,279388,3.29,1,EAST   ,34,2018
1066,422,26-AUG-18,2463853,1.49,1,CENTRAL,34,2018
1069,1015,26-AUG-18,100454,1.0,1,EAST   ,34,2018
1075,2512,26-AUG-18,315633,3.98,2,WEST   ,34,2018
1075,2512,26-AUG-18,6715542,6.99,3,WEST   ,34,2018
1080,2433,26-AUG-18,6789314,4.49,1,WEST   ,34,2018
1081,3164,26-AUG-18,4671005,1.69,1,SOUTH  ,34,2018
1081,3164,26-AUG-18,6018187,1.99,1,SOUTH  ,34,2018
1090,4159,26-AUG-18,709927,3.49,1,SOUTH  ,34,2018
1090,4159,26-AUG-18,5290844,3.83,1,SOUTH  ,34,2018
1093,438,25-AUG-18,8492,2.0,1,CENTRAL,33,2018
1093,438,25-AUG-18,5918652,7.69,1,CENTRAL,33,2018
1093,438,25-AUG-18,5710545,9.33,1,CENTRAL,33,2018
1100,605,26-AUG-18,87179,2.29,1,CENTRAL,34,2018
1102,2572,26-AUG-18,8497,2.19,1,WEST   ,34,2018
1104,184,26-AUG-18,94724,1.49,1,EAST   ,34,2018
1107,3232,26-AUG-18,8492,0.77,1,EAST   ,34,2018
1112,1441,26-AUG-18,6786865,4.49,1,WEST   ,34,2018
1113,4778,26-AUG-18,1056870,2.29,1,WEST   ,34,2018
1114,1241,26-AUG-18,543925,1.0,1,EAST   ,34,2018
1116,53,26-AUG-18,5074386,4.24,1,EAST   ,34,2018
1116,53,26-AUG-18,5501298,5.49,1,EAST   ,34,2018
1122,4974,26-AUG-18,2778067,1.39,1,CENTRAL,34,2018
1123,4809,26-AUG-18,6035661,2.99,1,CENTRAL,34,2018
1143,4740,26-AUG-18,5125337,3.99,1,SOUTH  ,34,2018
1150,1885,26-AUG-18,6814900,5.0,3,SOUTH  ,34,2018
1163,1404,27-AUG-18,995193,2.99,1,SOUTH  ,34,2018
1169,2143,27-AUG-18,6277861,4.49,1,EAST   ,34,2018
1203,3889,27-AUG-18,5216751,2.0,2,SOUTH  ,34,2018
1203,3889,27-AUG-18,5634572,2.99,1,SOUTH  ,34,2018
1209,1748,26-AUG-18,4309877,1.99,1,WEST   ,34,2018
1220,3784,26-AUG-18,88718,0.99,1,CENTRAL,34,2018
1228,2453,26-AUG-18,85383,1.0,1,WEST   ,34,2018
1234,2022,27-AUG-18,3740398,2.0,2,SOUTH  ,34,2018
1241,692,27-AUG-18,125868,4.99,1,CENTRAL,34,2018
1242,60,27-AUG-18,91200,2.36,4,EAST   ,34,2018
1242,60,27-AUG-18,1078473,2.89,1,EAST   ,34,2018
1243,3044,27-AUG-18,6070935,2.99,1,EAST   ,34,2018
1261,4766,27-AUG-18,81573,3.0,2,WEST   ,34,2018
1267,3551,27-AUG-18,5301530,12.49,1,SOUTH  ,34,2018
1281,2322,27-AUG-18,667655,1.99,1,WEST   ,34,2018
1291,3820,27-AUG-18,5352705,2.09,1,CENTRAL,34,2018
1328,1122,28-AUG-18,4718688,3.29,1,EAST   ,34,2018
1340,1632,28-AUG-18,104096,12.99,1,WEST   ,34,2018
1341,2291,28-AUG-18,6289427,0.3,1,SOUTH  ,34,2018
1341,2291,28-AUG-18,6816689,10.0,1,SOUTH  ,34,2018
1342,3800,28-AUG-18,94186,0.49,1,CENTRAL,34,2018
1376,4878,29-AUG-18,84878,1.29,1,EAST   ,34,2018
1377,2322,29-AUG-18,9276,0.5,1,WEST   ,34,2018
1403,3398,29-AUG-18,6598205,7.99,1,SOUTH  ,34,2018
1409,2555,28-AUG-18,315746,1.0,1,WEST   ,34,2018
1430,1786,28-AUG-18,946793,3.98,2,WEST   ,34,2018
1437,3358,28-AUG-18,6439719,2.99,1,SOUTH  ,34,2018
1438,3411,27-AUG-18,3032076,4.39,1,SOUTH  ,34,2018
1439,2504,28-AUG-18,8491,1.69,1,WEST   ,34,2018
1444,2148,28-AUG-18,386808,5.0,2,CENTRAL,34,2018
1452,1699,28-AUG-18,5907578,35.97,3,EAST   ,34,2018
1453,3655,28-AUG-18,333348,5.98,2,SOUTH  ,34,2018
1473,1473,29-AUG-18,94562,1.79,1,WEST   ,34,2018
1473,1473,29-AUG-18,972120,2.99,1,WEST   ,34,2018
1485,1241,29-AUG-18,84666,1.99,1,EAST   ,34,2018
1489,3214,29-AUG-18,4113219,2.99,1,SOUTH  ,34,2018
1538,159,29-AUG-18,102549,0.0,1,EAST   ,34,2018
1542,4037,29-AUG-18,96049,1.79,1,EAST   ,34,2018
1545,1270,29-AUG-18,321350,2.19,1,CENTRAL,34,2018
1569,1647,30-AUG-18,6472562,0.99,1,WEST   ,34,2018
1569,1647,30-AUG-18,5628995,1.0,1,WEST   ,34,2018
1569,1647,30-AUG-18,94624,1.49,1,WEST   ,34,2018
1576,720,30-AUG-18,2803641,3.19,1,CENTRAL,34,2018
1582,3758,30-AUG-18,6772600,2.07,1,CENTRAL,34,2018
1582,3758,30-AUG-18,9211,2.84,1,CENTRAL,34,2018
1593,1618,31-AUG-18,5731256,5.79,1,WEST   ,34,2018
1594,1241,31-AUG-18,2617246,3.99,1,EAST   ,34,2018
1621,4724,30-AUG-18,490960,1.69,1,WEST   ,34,2018
1659,1446,30-AUG-18,5826206,1.99,1,SOUTH  ,34,2018
1675,3551,31-AUG-18,97762,1.99,1,SOUTH  ,34,2018
1687,4159,31-AUG-18,385962,3.0,1,SOUTH  ,34,2018
1689,2707,31-AUG-18,5386499,1.99,1,EAST   ,34,2018
1695,3840,31-AUG-18,4867967,2.0,2,EAST   ,34,2018
1695,3840,31-AUG-18,4864286,9.99,1,EAST   ,34,2018
1702,3687,31-AUG-18,86139,0.75,1,SOUTH  ,34,2018
1708,3411,31-AUG-18,643033,3.19,1,SOUTH  ,34,2018
1711,4183,31-AUG-18,4726440,0.99,1,WEST   ,34,2018
1711,4183,31-AUG-18,4664694,1.98,2,WEST   ,34,2018
1733,2175,31-AUG-18,6101853,9.99,1,WEST   ,34,2018
1746,308,31-AUG-18,6358939,2.29,1,EAST   ,34,2018
1767,1446,31-AUG-18,921620,0.99,1,SOUTH  ,34,2018
1769,2629,31-AUG-18,4476531,2.03,1,WEST   ,34,2018
1776,4405,01-SEP-18,89350,2.99,1,EAST   ,34,2018
1784,1632,01-SEP-18,555517,8.29,1,WEST   ,34,2018
1785,590,01-SEP-18,143814,2.29,1,CENTRAL,34,2018
1792,3164,01-SEP-18,416498,7.98,2,SOUTH  ,34,2018
1795,1433,01-SEP-18,86012,10.0,4,WEST   ,34,2018
1801,4011,01-SEP-18,101687,2.49,1,SOUTH  ,34,2018
1801,4011,01-SEP-18,1385889,5.81,1,SOUTH  ,34,2018
1807,789,01-SEP-18,4542624,9.77,1,CENTRAL,34,2018
1814,438,01-SEP-18,9004,1.05,3,CENTRAL,34,2018
1823,2629,01-SEP-18,5666152,18.0,12,WEST   ,34,2018
1856,3655,01-SEP-18,1083000,2.99,1,SOUTH  ,34,2018
1858,99,01-SEP-18,147500,0.99,1,SOUTH  ,34,2018
1871,1245,01-SEP-18,84759,1.16,1,EAST   ,34,2018
1871,1245,01-SEP-18,321448,2.49,1,EAST   ,34,2018
1874,183,01-SEP-18,4734913,1.99,1,EAST   ,34,2018
1875,10,01-SEP-18,761347,5.49,1,EAST   ,34,2018
1879,1709,01-SEP-18,2992192,4.69,1,CENTRAL,34,2018
1880,1709,01-SEP-18,101656,3.99,1,CENTRAL,34,2018
1891,1990,01-SEP-18,678625,0.49,1,CENTRAL,34,2018
1910,779,01-SEP-18,676415,2.99,1,CENTRAL,34,2018
1913,401,01-SEP-18,959525,2.24,1,CENTRAL,34,2018
1917,4146,01-SEP-18,93161,2.99,1,WEST   ,34,2018
1924,2244,01-SEP-18,524757,2.69,1,CENTRAL,34,2018
1942,2391,02-SEP-18,1091186,1.99,1,WEST   ,35,2018
1953,3964,02-SEP-18,84814,2.19,1,WEST   ,35,2018
1955,514,02-SEP-18,4029886,1.59,1,CENTRAL,35,2018
1955,514,02-SEP-18,4483143,2.49,1,CENTRAL,35,2018
1960,554,02-SEP-18,761736,0.89,1,CENTRAL,35,2018
1960,554,02-SEP-18,3670278,0.99,1,CENTRAL,35,2018
1966,2077,02-SEP-18,84916,1.49,1,EAST   ,35,2018
1966,2077,02-SEP-18,3683795,1.59,1,EAST   ,35,2018
1966,2077,02-SEP-18,1400853,5.32,1,EAST   ,35,2018
1971,1809,01-SEP-18,97506,2.99,1,SOUTH  ,34,2018
1987,1873,02-SEP-18,6735193,6.49,1,CENTRAL,35,2018
2004,4623,02-SEP-18,75929,2.99,1,EAST   ,35,2018
2011,1187,01-SEP-18,6822717,2.5,1,EAST   ,34,2018
2015,2572,02-SEP-18,441634,2.5,1,WEST   ,35,2018
2032,3940,02-SEP-18,5381493,2.29,1,EAST   ,35,2018
2046,2756,02-SEP-18,2505257,1.49,1,CENTRAL,35,2018
2050,1895,03-SEP-18,86328,0.8,2,EAST   ,35,2018
2066,2175,02-SEP-18,2315612,1.99,1,WEST   ,35,2018
2067,2780,02-SEP-18,6180254,2.29,1,WEST   ,35,2018
2067,2780,02-SEP-18,6764017,2.99,1,WEST   ,35,2018
2076,2507,02-SEP-18,4967420,2.5,1,WEST   ,35,2018
2083,4005,03-SEP-18,6785649,4.69,1,WEST   ,35,2018
2085,2454,03-SEP-18,4718688,2.04,1,CENTRAL,35,2018
2089,4836,03-SEP-18,6181576,1.79,1,SOUTH  ,35,2018
2090,1632,03-SEP-18,3782869,2.27,1,WEST   ,35,2018
2090,1632,03-SEP-18,5647545,2.49,1,WEST   ,35,2018
2090,1632,03-SEP-18,5213795,27.96,4,WEST   ,35,2018
2093,789,03-SEP-18,6734850,5.98,2,CENTRAL,35,2018
2095,3840,03-SEP-18,3131528,6.49,1,EAST   ,35,2018
2096,1433,03-SEP-18,1088442,2.29,1,WEST   ,35,2018
2096,1433,03-SEP-18,4018116,4.58,2,WEST   ,35,2018
2104,1748,03-SEP-18,4925340,2.79,1,WEST   ,35,2018
2107,3551,03-SEP-18,645098,5.19,1,SOUTH  ,35,2018
2114,4085,03-SEP-18,536235,1.66,1,CENTRAL,35,2018
2120,4725,03-SEP-18,2507710,1.49,1,CENTRAL,35,2018
2120,4725,03-SEP-18,84775,2.69,1,CENTRAL,35,2018
2122,1195,03-SEP-18,4232651,2.5,1,EAST   ,35,2018
2122,1195,03-SEP-18,1400750,3.64,1,EAST   ,35,2018
2122,1195,03-SEP-18,497524,10.99,1,EAST   ,35,2018
2129,2575,03-SEP-18,9059,0.72,1,WEST   ,35,2018
2135,1404,03-SEP-18,1146771,2.79,1,SOUTH  ,35,2018
2141,991,03-SEP-18,5282783,2.96,1,EAST   ,35,2018
2150,2639,03-SEP-18,4483078,0.79,1,WEST   ,35,2018
2156,1082,03-SEP-18,72602,1.0,1,EAST   ,35,2018
2164,1034,03-SEP-18,4726442,0.99,1,EAST   ,35,2018
2164,1034,03-SEP-18,761850,1.66,1,EAST   ,35,2018
2164,1034,03-SEP-18,4505430,1.67,1,EAST   ,35,2018
2165,4713,03-SEP-18,6710641,2.49,1,SOUTH  ,35,2018
2169,4740,03-SEP-18,6810674,0.99,1,SOUTH  ,35,2018
2189,3220,03-SEP-18,761381,3.0,1,SOUTH  ,35,2018
2190,1990,03-SEP-18,8473,1.0,2,CENTRAL,35,2018
2197,554,03-SEP-18,662463,0.67,2,CENTRAL,35,2018
2207,4809,03-SEP-18,9153,2.48,1,CENTRAL,35,2018
2207,4809,03-SEP-18,6578347,3.29,1,CENTRAL,35,2018
2209,2435,03-SEP-18,5229522,1.67,1,WEST   ,35,2018
2211,3105,03-SEP-18,4529164,3.05,1,SOUTH  ,35,2018
2222,2762,04-SEP-18,101278,0.99,1,WEST   ,35,2018
2222,2762,04-SEP-18,5282783,3.29,1,WEST   ,35,2018
2230,2607,03-SEP-18,5301547,1.99,1,WEST   ,35,2018
2247,1699,04-SEP-18,89775,1.89,1,EAST   ,35,2018
2247,1699,04-SEP-18,6510708,3.89,1,EAST   ,35,2018
2249,3969,04-SEP-18,8494,1.23,1,SOUTH  ,35,2018
2249,3969,04-SEP-18,750032,3.69,1,SOUTH  ,35,2018
2259,3655,04-SEP-18,6052805,5.99,1,SOUTH  ,35,2018
2262,2102,04-SEP-18,6439955,2.99,1,SOUTH  ,35,2018
2272,616,04-SEP-18,1376744,7.83,1,CENTRAL,35,2018
2274,1082,04-SEP-18,6583,10.18,1,EAST   ,35,2018
2283,4414,04-SEP-18,3678100,2.89,1,CENTRAL,35,2018
2284,3003,04-SEP-18,6806101,5.99,1,CENTRAL,35,2018
2288,982,04-SEP-18,1023718,1.03,1,EAST   ,35,2018
2299,3672,04-SEP-18,266854,2.0,2,EAST   ,35,2018
2303,4987,04-SEP-18,72528,3.58,2,CENTRAL,35,2018
2310,3186,04-SEP-18,74266,5.99,1,CENTRAL,35,2018
2317,3111,04-SEP-18,3740539,1.0,1,SOUTH  ,35,2018
2320,3232,04-SEP-18,90924,0.59,1,EAST   ,35,2018
2324,3151,04-SEP-18,96916,0.89,1,CENTRAL,35,2018
2324,3151,04-SEP-18,8436,1.35,1,CENTRAL,35,2018
2324,3151,04-SEP-18,505342,3.38,2,CENTRAL,35,2018
2324,3151,04-SEP-18,697663,3.47,1,CENTRAL,35,2018
2331,3163,04-SEP-18,4208057,0.99,1,SOUTH  ,35,2018
2332,3445,04-SEP-18,6542294,1.99,1,SOUTH  ,35,2018
2344,4587,05-SEP-18,5513749,9.99,1,EAST   ,35,2018
2346,1358,04-SEP-18,84666,2.49,1,SOUTH  ,35,2018
2348,2519,05-SEP-18,6747922,1.49,1,WEST   ,35,2018
2355,3044,04-SEP-18,353378,4.0,4,EAST   ,35,2018
2365,2371,05-SEP-18,2608548,0.9,2,WEST   ,35,2018
2365,2371,05-SEP-18,644019,1.8,2,WEST   ,35,2018
2378,991,05-SEP-18,455558,1.5,1,EAST   ,35,2018
2387,2572,05-SEP-18,501477,0.8,1,WEST   ,35,2018
2399,210,05-SEP-18,5717334,1.25,1,EAST   ,35,2018
2405,2504,05-SEP-18,99500,3.04,2,WEST   ,35,2018
2405,2504,05-SEP-18,5290802,4.69,1,WEST   ,35,2018
2408,808,05-SEP-18,5160708,1.79,1,CENTRAL,35,2018
2409,3993,05-SEP-18,6015378,2.24,2,WEST   ,35,2018
2417,2143,05-SEP-18,5797367,2.49,1,EAST   ,35,2018
2420,1699,05-SEP-18,6812206,1.25,1,EAST   ,35,2018
2425,4778,05-SEP-18,7723,2.5,2,WEST   ,35,2018
2434,3758,05-SEP-18,9205,1.83,1,SOUTH  ,35,2018
